provincia,fecha,tmax,tmin,precip_mm,humedad_%,viento_kph
Soria,2024-04-12,22,7,0.0,62,5
Soria,2024-04-13,24,9,0.0,48,5
Soria,2024-04-14,24,10,0.0,50,5
Soria,2024-04-15,21,8,0.1,62,9
Soria,2024-04-16,16,5,0.0,63,11
Soria,2024-04-17,14,3,0.0,64,11
Soria,2024-04-18,13,0,0.0,62,14
Soria,2024-04-19,17,-2,0.0,44,8
Soria,2024-04-20,17,2,0.0,51,14
Soria,2024-04-21,17,1,0.0,51,14
Soria,2024-04-22,10,-1,0.0,57,21
Soria,2024-04-23,9,-1,0.7,69,15
Soria,2024-04-24,15,-2,0.0,62,8
Soria,2024-04-25,9,2,0.7,73,6
Soria,2024-04-26,13,3,1.3,73,11
Soria,2024-04-27,11,3,11.5,78,20
Soria,2024-04-28,13,1,1.1,67,7
Soria,2024-04-29,13,2,0.6,75,8
Soria,2024-04-30,15,2,0.0,70,13
Soria,2024-05-01,8,1,3.7,76,19
Soria,2024-05-02,10,-1,0.3,75,17
Soria,2024-05-03,14,1,0.0,67,17
Soria,2024-05-04,19,8,1.2,72,19
Soria,2024-05-05,16,9,14.1,82,16
Soria,2024-05-06,16,5,1.0,73,15
Soria,2024-05-07,17,2,0.0,68,11
Soria,2024-05-08,19,2,0.0,65,12
Soria,2024-05-09,22,3,0.0,52,5
Soria,2024-05-10,24,10,0.0,53,6
Soria,2024-05-11,24,11,0.1,63,10
Soria,2024-05-12,21,9,0.3,70,8
Soria,2024-05-13,21,10,0.4,70,11
Soria,2024-05-14,13,5,10.7,76,18
Soria,2024-05-15,11,4,1.5,70,17
Soria,2024-05-16,12,4,0.1,69,17
Soria,2024-05-17,14,6,3.7,71,12
Soria,2024-05-18,16,4,0.3,70,8
Soria,2024-05-19,16,6,9.0,71,9
Soria,2024-05-20,14,4,1.2,73,9
Soria,2024-05-21,15,5,3.2,75,12
Soria,2024-05-22,16,6,0.4,69,14
Soria,2024-05-23,19,3,0.0,65,7
Soria,2024-05-24,21,6,0.0,64,8
Soria,2024-05-25,23,8,0.0,55,10
Soria,2024-05-26,23,10,0.0,62,10
Soria,2024-05-27,22,9,0.0,72,7
Soria,2024-05-28,24,6,0.0,54,6
Soria,2024-05-29,26,10,0.0,56,7
Soria,2024-05-30,24,10,1.0,73,9
Soria,2024-05-31,19,3,0.0,64,13
Soria,2024-06-01,17,4,0.0,69,18
Soria,2024-06-02,19,5,0.0,70,15
Soria,2024-06-03,23,7,0.1,69,8
Soria,2024-06-04,24,9,0.0,67,6
Soria,2024-06-05,27,11,0.0,51,7
Soria,2024-06-06,30,16,0.1,44,11
Soria,2024-06-07,29,15,0.1,57,11
Soria,2024-06-08,25,14,7.0,63,9
Soria,2024-06-09,18,10,14.9,77,11
Soria,2024-06-10,18,7,0.0,70,11
Soria,2024-06-11,19,5,0.0,72,12
Soria,2024-06-12,15,5,14.2,73,12
Soria,2024-06-13,23,3,0.0,53,10
Soria,2024-06-14,25,10,0.2,50,13
Soria,2024-06-15,21,10,0.0,55,13
Soria,2024-06-16,24,9,0.0,56,10
Soria,2024-06-17,27,10,0.0,41,12
Soria,2024-06-18,25,12,0.2,54,13
Soria,2024-06-19,22,8,3.5,62,7
Soria,2024-06-20,19,10,11.2,70,7
Soria,2024-06-21,21,8,0.0,66,8
Soria,2024-06-22,23,10,0.0,66,8
Soria,2024-06-23,22,10,0.0,71,12
Soria,2024-06-24,26,11,0.0,65,6
Soria,2024-06-25,29,12,4.1,61,7
Soria,2024-06-26,29,15,0.1,63,9
Soria,2024-06-27,29,15,2.4,58,10
Soria,2024-06-28,28,15,1.6,62,12
Soria,2024-06-29,21,14,12.4,78,14
Soria,2024-06-30,23,13,4.9,69,9
Soria,2024-07-01,22,11,0.0,66,13
Soria,2024-07-02,24,11,0.0,62,11
Soria,2024-07-03,28,8,0.0,43,7
Soria,2024-07-04,29,12,0.0,44,7
Soria,2024-07-05,33,15,1.3,49,12
Soria,2024-07-06,23,11,8.1,77,11
Soria,2024-07-07,26,8,0.8,63,9
Soria,2024-07-08,29,12,0.0,46,11
Soria,2024-07-09,28,14,0.0,36,12
Soria,2024-07-10,30,15,0.0,53,10
Soria,2024-07-11,31,17,0.0,45,12
Soria,2024-07-12,25,13,0.0,60,10
Soria,2024-07-13,29,10,0.0,55,11
Soria,2024-07-14,29,14,0.0,49,10
Soria,2024-07-15,27,14,0.1,42,16
Soria,2024-07-16,28,12,0.0,42,9
Soria,2024-07-17,32,13,0.0,46,10
Soria,2024-07-18,34,16,0.0,39,9
Soria,2024-07-19,34,17,0.0,26,11
Soria,2024-07-20,31,17,0.0,40,14
Soria,2024-07-21,25,13,0.0,52,12
Soria,2024-07-22,30,10,0.0,38,10
Soria,2024-07-23,35,14,0.0,40,8
Soria,2024-07-24,35,17,0.1,38,9
Soria,2024-07-25,35,17,0.0,43,11
Soria,2024-07-26,35,16,0.0,44,10
Soria,2024-07-27,34,17,0.3,45,8
Soria,2024-07-28,33,17,0.0,44,13
Soria,2024-07-29,34,19,0.0,36,9
Soria,2024-07-30,35,19,0.0,38,12
Soria,2024-07-31,35,18,0.0,26,10
Soria,2024-08-01,34,17,0.0,43,9
Soria,2024-08-02,28,15,8.2,63,12
Soria,2024-08-03,31,13,0.0,47,8
Soria,2024-08-04,34,14,0.0,31,8
Soria,2024-08-05,35,17,0.0,34,9
Soria,2024-08-06,34,17,0.2,47,8
Soria,2024-08-07,34,15,0.0,55,11
Soria,2024-08-08,35,17,0.0,49,10
Soria,2024-08-09,35,18,0.0,43,10
Soria,2024-08-10,36,20,0.0,33,9
Soria,2024-08-11,35,19,0.0,25,10
Soria,2024-08-12,34,19,0.0,36,8
Soria,2024-08-13,29,16,4.5,55,8
Soria,2024-08-14,22,12,0.9,67,16
Soria,2024-08-15,25,9,0.0,53,11
Soria,2024-08-16,28,10,0.0,44,8
Soria,2024-08-17,30,13,0.0,42,9
Soria,2024-08-18,26,14,0.1,62,13
Soria,2024-08-19,31,9,0.0,41,8
Soria,2024-08-20,32,12,0.0,30,11
Soria,2024-08-21,31,14,0.0,61,10
Soria,2024-08-22,33,17,0.0,45,8
Soria,2024-08-23,33,17,0.0,41,8
Soria,2024-08-24,33,16,0.6,53,12
Soria,2024-08-25,24,12,0.0,66,15
Soria,2024-08-26,28,11,0.0,58,8
Soria,2024-08-27,32,16,0.0,39,8
Soria,2024-08-28,34,17,0.0,39,11
Soria,2024-08-29,28,17,9.4,62,11
Soria,2024-08-30,27,15,13.5,72,9
Soria,2024-08-31,26,14,7.0,70,10
Soria,2024-09-01,25,14,5.7,72,6
Soria,2024-09-02,24,14,10.9,76,8
Soria,2024-09-03,19,13,7.6,84,13
Soria,2024-09-04,17,11,12.4,82,15
Soria,2024-09-05,19,9,4.0,66,7
Soria,2024-09-06,20,10,1.3,59,12
Soria,2024-09-07,19,8,0.0,53,13
Soria,2024-09-08,21,10,0.0,46,9
Soria,2024-09-09,23,8,0.0,58,7
Soria,2024-09-10,23,10,0.0,60,8
Soria,2024-09-11,22,7,0.0,46,7
Soria,2024-09-12,19,9,0.3,74,12
Soria,2024-09-13,15,5,0.0,64,16
Soria,2024-09-14,21,3,0.0,46,6
Soria,2024-09-15,23,7,0.0,25,10
Soria,2024-09-16,22,8,0.0,37,18
Soria,2024-09-17,19,8,0.0,68,16
Soria,2024-09-18,20,7,0.0,71,9
Soria,2024-09-19,22,10,1.6,73,8
Soria,2024-09-20,20,12,5.1,74,8
Soria,2024-09-21,19,12,17.4,76,9
Soria,2024-09-22,19,12,0.4,65,9
Soria,2024-09-23,19,8,0.0,54,10
Soria,2024-09-24,18,10,0.0,51,14
Soria,2024-09-25,19,11,2.9,73,19
Soria,2024-09-26,18,13,1.6,84,24
Soria,2024-09-27,13,6,0.4,69,22
Soria,2024-09-28,15,4,0.0,65,7
Soria,2024-09-29,21,5,0.0,49,9
Soria,2024-09-30,23,10,0.0,41,8
Soria,2024-10-01,21,11,0.5,57,11
Soria,2024-10-02,18,13,20.9,77,19
Soria,2024-10-03,16,6,0.0,68,12
Soria,2024-10-04,19,3,0.0,55,5
Soria,2024-10-05,21,7,0.1,59,12
Soria,2024-10-06,18,13,1.9,81,17
Soria,2024-10-07,19,11,15.1,84,18
Soria,2024-10-08,14,8,1.2,79,25
Soria,2024-10-09,16,11,1.5,84,31
Soria,2024-10-10,14,7,0.0,70,18
Soria,2024-10-11,16,5,0.0,69,11
Soria,2024-10-12,15,11,3.0,89,11
Soria,2024-10-13,22,9,0.2,75,6
Soria,2024-10-14,22,12,4.5,72,7
Soria,2024-10-15,17,12,2.6,86,14
Soria,2024-10-16,18,12,10.6,84,19
Soria,2024-10-17,11,7,10.8,84,14
Soria,2024-10-18,13,3,0.0,70,12
Soria,2024-10-19,14,9,0.9,81,15
Soria,2024-10-20,17,9,0.1,83,7
Soria,2024-10-21,20,8,0.0,75,5
Soria,2024-10-22,16,10,0.5,78,11
Soria,2024-10-23,17,8,0.0,77,7
Soria,2024-10-24,18,8,0.1,75,7
Soria,2024-10-25,13,6,23.7,82,11
Soria,2024-10-26,10,4,7.7,70,9
Soria,2024-10-27,9,5,2.2,74,13
Soria,2024-10-28,11,7,7.1,89,13
Soria,2024-10-29,13,8,1.7,88,13
Soria,2024-10-30,12,10,10.9,92,15
Soria,2024-10-31,15,8,0.1,82,9
Soria,2024-11-01,17,9,0.0,81,6
Soria,2024-11-02,16,7,2.0,81,8
Soria,2024-11-03,15,8,0.0,83,8
Soria,2024-11-04,16,8,0.8,81,8
Soria,2024-11-05,17,7,1.8,79,5
Soria,2024-11-06,17,6,0.0,75,5
Soria,2024-11-07,17,8,0.0,77,5
Soria,2024-11-08,16,7,0.0,77,4
Soria,2024-11-09,13,6,0.3,84,8
Soria,2024-11-10,14,3,0.2,76,9
Soria,2024-11-11,12,5,0.0,77,16
Soria,2024-11-12,9,2,0.0,72,21
Soria,2024-11-13,6,1,1.6,83,15
Soria,2024-11-14,14,5,0.0,81,7
Soria,2024-11-15,13,6,0.0,83,5
Soria,2024-11-16,13,5,0.0,85,4
Soria,2024-11-17,17,6,0.0,67,6
Soria,2024-11-18,15,4,0.0,71,9
Soria,2024-11-19,13,5,0.0,76,14
Soria,2024-11-20,10,6,0.1,78,25
Soria,2024-11-21,9,6,1.1,84,32
Soria,2024-11-22,9,2,1.8,69,11
Soria,2024-11-23,12,2,0.0,74,9
Soria,2024-11-24,15,5,0.0,73,16
Soria,2024-11-25,13,3,5.6,69,26
Soria,2024-11-26,8,2,0.0,76,7
Soria,2024-11-27,11,1,0.0,73,4
Soria,2024-11-28,12,1,0.0,59,3
Soria,2024-11-29,16,3,0.0,54,7
Soria,2024-11-30,15,5,0.0,81,8
Soria,2024-12-01,15,5,0.0,71,5
Soria,2024-12-02,12,5,1.1,81,8
Soria,2024-12-03,11,4,1.2,78,9
Soria,2024-12-04,10,1,1.9,77,11
Soria,2024-12-05,13,1,0.0,67,8
Soria,2024-12-06,14,6,0.0,84,11
Soria,2024-12-07,10,3,0.5,81,23
Soria,2024-12-08,3,1,3.1,77,22
Soria,2024-12-09,3,-1,2.1,87,15
Soria,2024-12-10,3,-1,0.3,83,7
Soria,2024-12-11,2,-3,0.6,81,7
Soria,2024-12-12,5,-3,0.0,85,7
Soria,2024-12-13,6,-2,0.7,84,5
Soria,2024-12-14,7,-2,0.0,79,9
Soria,2024-12-15,6,-2,0.0,84,8
Soria,2024-12-16,10,-3,0.0,70,3
Soria,2024-12-17,11,-0,0.0,53,6
Soria,2024-12-18,12,2,0.0,63,9
Soria,2024-12-19,9,1,0.4,84,20
Soria,2024-12-20,5,0,0.0,81,9
Soria,2024-12-21,9,-2,0.0,80,6
Soria,2024-12-22,10,-1,0.3,80,11
Soria,2024-12-23,4,1,2.0,80,15
Soria,2024-12-24,8,2,0.0,85,16
Soria,2024-12-25,13,1,0.0,84,6
Soria,2024-12-26,11,2,0.0,80,2
Soria,2024-12-27,8,2,0.0,91,5
Soria,2024-12-28,10,-0,0.0,69,2
Soria,2024-12-29,9,-1,0.0,58,4
Soria,2024-12-30,8,-1,0.0,63,3
Soria,2024-12-31,8,-1,0.0,61,3
Soria,2025-01-01,8,-1,0.0,66,4
Soria,2025-01-02,7,-2,0.0,73,12
Soria,2025-01-03,7,-0,0.4,79,16
Soria,2025-01-04,10,3,0.0,73,14
Soria,2025-01-05,8,1,0.1,89,19
Soria,2025-01-06,7,0,0.9,85,21
Soria,2025-01-07,8,-1,0.9,89,25
Soria,2025-01-08,9,4,0.3,84,24
Soria,2025-01-09,9,6,1.5,86,25
Soria,2025-01-10,10,5,0.0,84,19
Soria,2025-01-11,12,2,2.3,75,15
Soria,2025-01-12,7,-1,0.0,60,16
Soria,2025-01-13,8,-2,0.0,33,16
Soria,2025-01-14,9,-5,0.0,27,6
Soria,2025-01-15,11,-4,0.0,29,8
Soria,2025-01-16,6,-3,0.2,73,10
Soria,2025-01-17,5,-3,0.0,82,6
Soria,2025-01-18,8,-2,0.0,63,6
Soria,2025-01-19,7,-3,0.2,58,6
Soria,2025-01-20,3,-1,2.4,98,4
Soria,2025-01-21,7,2,1.4,98,9
Soria,2025-01-22,9,6,0.2,92,19
Soria,2025-01-23,10,4,2.1,87,10
Soria,2025-01-24,11,4,0.0,87,13
Soria,2025-01-25,7,1,3.7,90,19
Soria,2025-01-26,10,0,0.0,88,25
Soria,2025-01-27,10,2,15.5,88,31
Soria,2025-01-28,4,-0,1.6,85,32
Soria,2025-01-29,4,1,4.4,87,26
Soria,2025-01-30,4,-0,2.6,84,27
Soria,2025-01-31,8,-2,0.0,66,10
Soria,2025-02-01,8,-2,0.7,73,10
Soria,2025-02-02,7,-4,0.1,74,8
Soria,2025-02-03,9,-2,0.0,74,5
Soria,2025-02-04,10,-3,0.0,70,6
Soria,2025-02-05,10,-4,0.0,61,8
Soria,2025-02-06,10,-4,0.0,55,6
Soria,2025-02-07,3,-1,7.7,87,8
Soria,2025-02-08,5,-5,0.0,80,8
Soria,2025-02-09,10,-1,0.0,81,10
Soria,2025-02-10,10,1,2.8,85,6
Soria,2025-02-11,11,2,0.1,78,10
Soria,2025-02-12,7,1,5.3,85,10
Soria,2025-02-13,12,-2,0.0,75,9
Soria,2025-02-14,13,2,0.0,77,7
Soria,2025-02-15,14,2,0.0,71,9
Soria,2025-02-16,15,3,0.3,51,5
Soria,2025-02-17,12,2,0.1,69,5
Soria,2025-02-18,14,3,0.0,71,8
Soria,2025-02-19,14,4,0.0,75,7
Soria,2025-02-20,14,3,0.0,74,9
Soria,2025-02-21,13,5,0.0,80,16
Soria,2025-02-22,9,1,4.2,75,14
Soria,2025-02-23,12,-2,0.0,59,6
Soria,2025-02-24,12,3,0.0,63,14
Soria,2025-02-25,9,2,0.2,71,17
Soria,2025-02-26,10,-1,0.0,64,8
Soria,2025-02-27,8,1,0.2,72,5
Soria,2025-02-28,9,1,0.0,71,9
Soria,2025-03-01,6,-2,1.9,71,15
Soria,2025-03-02,3,-1,3.3,85,12
Soria,2025-03-03,5,1,7.8,99,10
Soria,2025-03-04,10,3,1.1,93,12
Soria,2025-03-05,8,5,0.3,92,16
Soria,2025-03-06,7,5,5.0,93,21
Soria,2025-03-07,10,5,6.5,91,19
Soria,2025-03-08,9,2,18.3,88,23
Soria,2025-03-09,7,0,0.8,82,15
Soria,2025-03-10,9,1,0.7,91,12
Soria,2025-03-11,9,3,5.0,88,8
Soria,2025-03-12,10,0,0.0,75,13
Soria,2025-03-13,4,0,6.5,93,12
Soria,2025-03-14,5,-2,0.8,76,15
Soria,2025-03-15,7,-4,0.0,65,8
Soria,2025-03-16,3,-2,5.6,88,6
Soria,2025-03-17,5,-4,0.3,97,8
Soria,2025-03-18,5,2,10.1,97,13
Soria,2025-03-19,14,4,1.7,84,17
Soria,2025-03-20,13,6,2.6,84,21
Soria,2025-03-21,9,6,10.1,83,27
Soria,2025-03-22,7,1,4.5,94,19
Soria,2025-03-23,6,-1,9.5,89,11
Soria,2025-03-24,8,-0,4.2,98,13
Soria,2025-03-25,10,2,0.2,87,14
Soria,2025-03-26,10,1,0.0,75,11
Soria,2025-03-27,9,1,0.3,78,12
Soria,2025-03-28,13,-0,0.0,65,11
Soria,2025-03-29,10,2,0.5,70,13
Soria,2025-03-30,15,-1,0.0,59,12
Soria,2025-03-31,19,3,0.0,58,6
Soria,2025-04-01,21,6,0.0,56,5
Soria,2025-04-02,15,4,12.6,81,10
Soria,2025-04-03,9,6,23.1,92,15
Soria,2025-04-04,14,5,3.6,87,16
Soria,2025-04-05,12,5,0.3,79,11
Soria,2025-04-06,15,3,0.1,65,6
Soria,2025-04-07,18,3,0.0,68,5
Soria,2025-04-08,20,6,0.0,60,5
Soria,2025-04-09,20,8,0.0,64,5
Soria,2025-04-10,17,6,1.2,78,11
Soria,2025-04-11,13,6,6.3,83,11
Soria,2025-04-12,17,7,7.8,79,8
Soria,2025-04-13,16,7,4.3,80,5
Soria,2025-04-14,14,7,2.6,81,10
Soria,2025-04-15,9,1,3.1,77,19
Soria,2025-04-16,9,-1,0.2,72,18
Soria,2025-04-17,12,-1,0.0,70,13
Soria,2025-04-18,14,5,4.4,83,15
Soria,2025-04-19,8,2,12.3,83,23
Soria,2025-04-20,10,1,2.4,82,12
Soria,2025-04-21,13,1,2.0,78,8
Soria,2025-04-22,11,4,3.3,83,11
Soria,2025-04-23,18,2,0.0,69,6
Soria,2025-04-24,21,6,0.0,68,6
Soria,2025-04-25,22,8,4.5,63,8
Soria,2025-04-26,14,6,0.1,72,14
Soria,2025-04-27,14,5,0.0,71,13
Soria,2025-04-28,18,3,0.0,66,8
Soria,2025-04-29,18,7,0.0,64,14
Soria,2025-04-30,18,6,0.0,70,15
Soria,2025-05-01,19,7,0.1,74,13
Soria,2025-05-02,14,9,11.7,91,11
Soria,2025-05-03,18,7,0.0,70,14
Soria,2025-05-04,14,6,6.5,79,12
Soria,2025-05-05,12,4,4.1,79,13
Soria,2025-05-06,11,0,0.0,68,13
Soria,2025-05-07,15,0,0.0,65,8
Soria,2025-05-08,14,5,8.9,75,8
Soria,2025-05-09,16,4,1.8,71,10
Soria,2025-05-10,14,5,14.1,82,13
Soria,2025-05-11,12,5,1.0,77,17
Soria,2025-05-12,14,2,0.4,72,12
Soria,2025-05-13,16,5,4.8,74,8
Soria,2025-05-14,16,6,1.5,76,7
Soria,2025-05-15,13,7,0.8,85,12
Soria,2025-05-16,17,6,0.0,70,15
Soria,2025-05-17,20,2,0.0,57,4
Soria,2025-05-18,23,8,0.2,61,9
Soria,2025-05-19,15,7,5.5,76,12
Soria,2025-05-20,19,5,0.0,67,9
Soria,2025-05-21,21,4,0.0,65,7
Soria,2025-05-22,15,6,0.0,72,16
Soria,2025-05-23,15,2,0.0,72,15
Soria,2025-05-24,20,3,0.0,54,7
Soria,2025-05-25,23,8,0.1,58,7
Soria,2025-05-26,23,8,0.0,69,9
Soria,2025-05-27,25,8,0.0,58,6
Soria,2025-05-28,26,11,0.0,51,7
Soria,2025-05-29,28,12,0.0,48,6
Soria,2025-05-30,29,14,0.7,53,8
Soria,2025-05-31,28,13,0.0,58,9
Soria,2025-06-01,28,12,0.8,61,10
Soria,2025-06-02,26,13,12.8,81,11
Soria,2025-06-03,22,11,8.3,78,8
Soria,2025-06-04,20,10,1.7,74,11
Soria,2025-06-05,22,9,0.0,63,11
Soria,2025-06-06,24,12,0.0,58,8
Soria,2025-06-07,24,11,0.0,58,12
Soria,2025-06-08,27,10,0.0,67,6
Soria,2025-06-09,31,12,0.0,61,7
Soria,2025-06-10,31,14,1.2,62,8
Soria,2025-06-11,27,16,2.0,60,11
Soria,2025-06-12,26,12,1.2,61,8
Soria,2025-06-13,28,14,0.4,49,9
Soria,2025-06-14,29,14,2.9,61,10
Soria,2025-06-15,25,13,2.7,80,11
Soria,2025-06-16,30,12,0.0,67,7
Soria,2025-06-17,31,16,0.8,58,8
Soria,2025-06-18,30,15,0.2,58,5
Soria,2025-06-19,32,17,0.4,47,6
Soria,2025-06-20,30,14,0.1,55,7
Soria,2025-06-21,32,17,0.8,50,8
Soria,2025-06-22,31,17,0.5,54,10
Soria,2025-06-23,32,15,0.1,58,9
Soria,2025-06-24,32,16,6.9,63,11
Soria,2025-06-25,27,15,0.1,46,16
Soria,2025-06-26,28,12,0.0,53,6
Soria,2025-06-27,31,14,0.0,54,7
Soria,2025-06-28,33,16,0.0,42,8
Soria,2025-06-29,33,17,0.0,34,9
Soria,2025-06-30,32,17,0.0,36,10
Soria,2025-07-01,33,17,2.2,46,7
Soria,2025-07-02,32,17,5.5,60,9
Soria,2025-07-03,31,14,20.8,70,11
Soria,2025-07-04,30,15,4.7,66,9
Soria,2025-07-05,28,16,2.4,63,8
Soria,2025-07-06,29,14,0.0,61,8
Soria,2025-07-07,24,11,0.0,67,14
Soria,2025-07-08,26,7,0.0,55,11
Soria,2025-07-09,31,13,0.8,50,7
Soria,2025-07-10,32,16,0.0,43,9
Soria,2025-07-11,32,17,0.3,32,11
Soria,2025-07-12,27,14,0.0,51,9
Soria,2025-07-13,29,13,0.0,52,9
Soria,2025-07-14,32,15,0.0,52,12
Soria,2025-07-15,32,14,0.0,60,10
Soria,2025-07-16,34,15,0.0,40,8
Soria,2025-07-17,35,18,0.0,29,10
Soria,2025-07-18,33,16,0.0,43,9
Soria,2025-07-19,28,13,0.0,53,14
Soria,2025-07-20,26,12,0.0,47,22
Soria,2025-07-21,27,8,0.0,43,11
Soria,2025-07-22,31,11,0.0,46,9
Soria,2025-07-23,28,12,0.8,55,11
Soria,2025-07-24,22,7,0.0,63,19
Soria,2025-07-25,24,7,0.0,60,15
Soria,2025-07-26,29,8,0.0,50,10
Soria,2025-07-27,29,11,0.0,48,10
Soria,2025-07-28,23,10,0.0,62,19
Soria,2025-07-29,24,9,0.0,59,18
Soria,2025-07-30,27,9,0.0,59,13
Soria,2025-07-31,31,10,0.0,46,10
Soria,2025-08-01,30,13,0.3,44,9
Soria,2025-08-02,31,12,0.0,48,11
Soria,2025-08-03,31,13,0.0,35,12
Soria,2025-08-04,35,14,0.0,31,8
Soria,2025-08-05,32,18,0.0,34,13
Soria,2025-08-06,35,16,0.0,34,10
Soria,2025-08-07,36,17,0.0,34,10
Soria,2025-08-08,36,18,0.0,29,11
Soria,2025-08-09,35,19,1.0,30,9
Soria,2025-08-10,35,18,0.0,33,11
Soria,2025-08-11,35,20,0.0,32,7
Soria,2025-08-12,35,20,1.4,36,9
Soria,2025-08-13,31,18,2.7,47,9
Soria,2025-08-14,34,18,0.0,31,9
Soria,2025-08-15,35,19,0.0,31,8
Soria,2025-08-16,36,21,0.6,27,8
Soria,2025-08-17,36,20,0.0,25,11
Soria,2025-08-18,34,17,0.1,34,11
Soria,2025-08-19,28,13,0.0,61,10
Soria,2025-08-20,25,11,0.0,59,12
Soria,2025-08-21,23,9,0.0,64,10
Soria,2025-08-22,27,10,0.0,61,10
Soria,2025-08-23,30,10,0.0,45,8
Soria,2025-08-24,31,16,0.0,31,11
Soria,2025-08-25,30,18,0.0,29,12
Soria,2025-08-26,32,17,1.8,47,8
Soria,2025-08-27,28,15,2.8,58,10
Soria,2025-08-28,23,11,0.0,58,10
Soria,2025-08-29,24,10,0.0,51,19
Soria,2025-08-30,26,11,0.0,56,13
Soria,2025-08-31,25,13,0.5,43,13
Soria,2025-09-01,21,7,0.0,53,13
Soria,2025-09-02,23,9,0.0,53,15
Soria,2025-09-03,29,11,0.0,43,12
Soria,2025-09-04,25,11,0.4,50,14
Soria,2025-09-05,27,8,0.0,56,11
Soria,2025-09-06,31,14,0.0,52,14
Soria,2025-09-07,26,16,0.0,41,12
Soria,2025-09-08,25,11,1.5,60,9
Soria,2025-09-09,23,10,0.0,65,9
Soria,2025-09-10,22,10,0.0,61,18
Soria,2025-09-11,24,9,0.0,58,15
Soria,2025-09-12,23,11,0.1,56,11
Soria,2025-09-13,24,12,0.1,44,10
Soria,2025-09-14,27,12,0.0,40,9
Soria,2025-09-15,29,14,0.0,46,8
Soria,2025-09-16,29,13,0.0,59,9
Soria,2025-09-17,32,14,0.0,43,6
Soria,2025-09-18,33,16,0.0,37,8
Soria,2025-09-19,31,17,0.4,45,10
Soria,2025-09-20,28,15,0.7,55,10
Soria,2025-09-21,17,7,1.4,77,12
Soria,2025-09-22,17,4,0.0,61,11
Soria,2025-09-23,15,4,0.0,63,15
Soria,2025-09-24,17,2,0.0,65,9
Soria,2025-09-25,19,3,0.0,54,6
Soria,2025-09-26,22,5,0.0,47,9
Soria,2025-09-27,24,8,0.0,32,7
Soria,2025-09-28,23,12,0.0,32,8
Soria,2025-09-29,17,10,0.0,75,12
Soria,2025-09-30,21,8,0.0,64,8
Soria,2025-10-01,24,9,0.0,51,6
Soria,2025-10-02,25,9,0.0,33,5
Soria,2025-10-03,24,12,0.0,36,6
Soria,2025-10-04,26,11,0.0,47,8
Soria,2025-10-05,17,5,0.0,62,14
Soria,2025-10-06,24,5,0.0,39,5
Soria,2025-10-07,26,9,0.0,31,8
Soria,2025-10-08,23,10,0.0,39,9
Soria,2025-10-09,18,9,0.2,65,13
Soria,2025-10-10,19,8,0.0,71,10
Soria,2025-10-11,19,8,0.0,67,11
Soria,2025-10-12,20,8,1.1,70,10
Soria,2025-10-13,19,10,1.5,72,7
Soria,2025-10-14,20,9,2.1,71,5
Soria,2025-10-15,21,10,0.0,62,4
Soria,2025-10-16,21,8,0.0,56,5
Soria,2025-10-17,21,9,1.6,69,4
Soria,2025-10-18,21,9,0.0,56,5
Soria,2025-10-19,21,10,1.5,49,11
Soria,2025-10-20,18,9,0.5,65,22
Soria,2025-10-21,19,9,0.0,75,22
Soria,2025-10-22,17,12,0.2,75,30
Soria,2025-10-23,16,7,2.3,57,32
Soria,2025-10-24,15,3,0.6,63,16
Soria,2025-10-25,13,9,10.4,90,13
Segovia,2022-01-01,17,8,0.0,41,6
Segovia,2022-01-02,16,7,0.0,45,5
Segovia,2022-01-03,15,5,0.0,71,5
Segovia,2022-01-04,13,4,11.3,66,14
Segovia,2022-01-05,3,-0,9.0,89,11
Segovia,2022-01-06,4,-3,0.5,77,6
Segovia,2022-01-07,6,-2,0.1,86,7
Segovia,2022-01-08,7,-3,0.0,76,5
Segovia,2022-01-09,7,0,1.5,87,12
Segovia,2022-01-10,8,5,1.5,97,9
Segovia,2022-01-11,10,3,0.0,87,12
Segovia,2022-01-12,10,1,0.1,69,6
Segovia,2022-01-13,8,-1,0.0,57,10
Segovia,2022-01-14,7,-1,0.0,60,8
Segovia,2022-01-15,8,-2,0.0,40,4
Segovia,2022-01-16,8,-2,0.0,54,4
Segovia,2022-01-17,10,-1,0.0,52,3
Segovia,2022-01-18,10,-0,0.0,44,4
Segovia,2022-01-19,11,0,0.0,47,3
Segovia,2022-01-20,9,-2,0.0,69,5
Segovia,2022-01-21,5,-2,0.0,73,9
Segovia,2022-01-22,8,-3,0.0,62,4
Segovia,2022-01-23,8,-2,0.0,66,5
Segovia,2022-01-24,8,-1,0.0,75,7
Segovia,2022-01-25,9,-0,0.0,73,8
Segovia,2022-01-26,9,-2,0.0,76,7
Segovia,2022-01-27,11,1,0.0,67,5
Segovia,2022-01-28,12,0,0.0,37,6
Segovia,2022-01-29,14,1,0.0,25,6
Segovia,2022-01-30,13,2,0.0,32,6
Segovia,2022-01-31,10,1,0.0,57,7
Segovia,2022-02-01,9,1,1.0,84,15
Segovia,2022-02-02,17,2,0.0,52,4
Segovia,2022-02-03,15,4,0.0,47,6
Segovia,2022-02-04,11,3,0.0,64,4
Segovia,2022-02-05,10,1,0.0,76,5
Segovia,2022-02-06,10,-1,0.0,66,4
Segovia,2022-02-07,12,1,0.0,59,5
Segovia,2022-02-08,14,1,0.0,63,7
Segovia,2022-02-09,16,2,0.0,58,6
